taxon_id	Domain	Status	Study	Genome_Name	Sequencing_Center	IMG_ID	Phylum	Class	Order	Family	Genus	Species	taxid	Strain	Genome_Size	Gene_Count	score2
t638154509	Archaea	Finished	Methanosarcina mazei Go1, DSM 3647	Methanosarcina mazei Go1	Integrated Genomics	638154509	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	192952	Go1	4096345	3469	NA
t641522631	Archaea	Finished	Halobacterium salinarum R1, DSM 671	Halobacterium salinarum R1, DSM 671	Max Planck Institute	641522631	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	478009	R1	2668776	2801	NA
t646564536	Archaea	Finished	Haloferax volcanii DS2, ATCC 29605	Haloferax volcanii DS2, ATCC 29605	J. Craig Venter Institute (JCVI)	646564536	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	309800	DS2, ATCC 29605	4012900	4064	NA
t643692047	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.4	DOE Joint Genome Institute (JGI)	643692047	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	426118	M.16.4	2586647	2869	NA
t650716079	Archaea	Finished	Pyrococcus sp. NA2	Pyrococcus sp. NA2	Korea Institute of Ocean Science and Technology (KIOST)	650716079	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp. NA2	342949	NA2	1861320	2029	NA
t638154511	Archaea	Finished	Nanoarchaeum equitans Kin4-M	Nanoarchaeum equitans Kin4-M	Celera Genomics	638154511	Nanoarchaeota	unclassified	Nanoarchaeales	Nanoarchaeaceae	Nanoarchaeum	Nanoarchaeum equitans	228908	Kin4-M	490885	608	NA
t638154514	Archaea	Finished	Pyrococcus abyssi GE5	Pyrococcus abyssi GE5	CEA Genoscope	638154514	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus abyssi	272844	GE5	1768562	2051	NA
t649990020	Archaea	Permanent Draft	Sulfolobus solfataricus 98/2	Sulfolobus solfataricus 98/2	Washington State University	649990020	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus	555311	98/2	2680466	3150	NA
t637000129	Archaea	Finished	Haloquadratum walsbyi HBSQ001, DSM 16790	Haloquadratum walsbyi HBSQ001, DSM 16790	Max Planck Institute	637000129	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	362976	HBSQ001, DSM 16790	3179361	2914	NA
t640069317	Archaea	Finished	Diverse archaeal organisms	Methanocorpusculum labreanum Z	DOE Joint Genome Institute (JGI)	640069317	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum labreanum	410358	Z	1804962	1830	NA
t643692025	Archaea	Finished	Diverse archaeal organisms	Halorubrum lacusprofundi ATCC 49239	DOE Joint Genome Institute (JGI)	643692025	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum lacusprofundi	416348	ATCC 49239	3692576	3725	NA
t644736385	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus fervens AG86	DOE Joint Genome Institute (JGI)	644736385	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens	573064	AG86	1507251	1663	NA
t641228499	Archaea	Finished	Nitrosopumilus maritimus	Nitrosopumilus maritimus SCM1	DOE Joint Genome Institute (JGI)	641228499	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus maritimus	436308	SCM1	1645259	1842	NA
t637000163	Archaea	Finished	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae DSM 3091	Max Planck Institute	637000163	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	339860	DSM 3091	1767403	1592	NA
t641522613	Archaea	Finished	Cenarchaeum symbiosum	Cenarchaeum symbiosum A	DOE Joint Genome Institute (JGI)	641522613	Thaumarchaeota	unclassified	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	Cenarchaeum symbiosum	414004	A	2045086	2066	NA
t650716054	Archaea	Finished	Methanosaeta concilii GP-6	Methanothrix soehngenii GP-6	Clemson University	650716054	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix	Methanothrix soehngenii	990316	GP-6	3026645	2900	NA
t646311943	Archaea	Finished	Methanobrevibacter ruminantium M1	Methanobrevibacter ruminantium M1	AgResearch Limited	646311943	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	634498	M1	2937203	2283	NA
t638154521	Archaea	Finished	Thermoplasma acidophilum DSM 1728	Thermoplasma acidophilum DSM 1728	Eurofins Medigenomix GmbH, Max Planck Institute	638154521	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	273075	DSM 1728	1564906	1580	NA
t651324018	Archaea	Permanent Draft	Candidatus Nitrosoarchaeum limnia SFB1	Candidatus Nitrosoarchaeum limnia SFB1 (unscreened)	Stanford University	651324018	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum limnia	886738	SFB1	1743235	2088	NA
t643692046	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.27	DOE Joint Genome Institute (JGI)	643692046	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	427318	M.16.27	2692402	2956	NA
t648028062	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Vulcanisaeta distributa DSM 14429	DOE Joint Genome Institute (JGI)	648028062	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	572478	IC-017, DSM 14429	2374137	2592	NA
t643886140	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bifidobacterium longum longum ATCC 55813	Baylor College of Medicine	643886140	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	548480	ATCC 55813	2372858	2168	NA
t651053029	Bacteria	Finished	Helicobacter pylori sequencing project - Univ of Hyderabad	Helicobacter pylori 2017	University of Hyderabad	651053029	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori	985081	2017	1548238	1632	NA
t649633017	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Bifidobacterium longum infantis 157F-NC	University of Tokyo	649633017	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	565040	157F-NC	2408831	2070	NA
t640612221	Bacteria	Permanent Draft	Loktanella sp. CCS2	Roseobacter sp. CCS2	J. Craig Venter Institute (JCVI)	640612221	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter sp. CCS2	391593	CCS2	3497325	3703	NA
t647533243	Bacteria	Permanent Draft	Verrucomicrobiales sp. DG1235	Verrucomicrobiales sp. DG1235	J. Craig Venter Institute (JCVI)	647533243	Verrucomicrobia	Verrucomicrobiae	unclassified	unclassified	unclassified	Verrucomicrobiae bacterium DG1235	382464	DG1235	5775745	4957	100
t2512564067	Bacteria	Finished	Rickettsia montanensis OSU 85-930	Rickettsia montanensis OSU 85-930	Los Alamos National Laboratory	2512564067	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia montanensis	1105114	OSU 85-930	1279798	1253	NA
t2508501046	Bacteria	Finished	Biogeochemically important bacteria	Azospira suillum PS	DOE Joint Genome Institute (JGI)	2508501046	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	Azospira oryzae	640081	PS	3806980	3539	NA
t649989945	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Erysipelotrichaceae bacterium sp. 3_1_53	Broad Institute	649989945	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unclassified	Erysipelotrichaceae bacterium 3_1_53	658659	3_1_53	4458363	3913	NA
t641736143	Bacteria	Permanent Draft	Clostridium perfringens type C - JGS1495	Clostridium perfringens type C - JGS1495	J. Craig Venter Institute (JCVI)	641736143	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	445334	type C - JGS1495	3661329	3251	NA
t2507149015	Bacteria	Finished	Desulfovibrio Sequencing	Pseudomonas stutzeri RCH2	DOE Joint Genome Institute (JGI)	2507149015	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	644801	RCH2	4600489	4412	NA
t646311968	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Xylanimonas cellulosilytica XIL07, DSM 15894	DOE Joint Genome Institute (JGI)	646311968	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica	446471	XIL07, DSM 15894	3831380	3549	NA
t651324063	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Lactobacillus iners UPII 143-D	J. Craig Venter Institute (JCVI)	651324063	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus iners	928327	UPII 143-D	1257583	1242	NA
t637000154	Bacteria	Finished	Listeria monocytogenes 4b F2365	Listeria monocytogenes sv. 4b F2365	J. Craig Venter Institute (JCVI)	637000154	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	265669	F2365	2905187	3013	NA
t649989998	Bacteria	Permanent Draft	Shigella dysenteriae 1617	Shigella dysenteriae 1617	University of Maryland School of Medicine	649989998	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	754093	1617	4613557	5958	NA
t649633107	Bacteria	Finished	Vibrio vulnificus M06-24/O	Vibrio vulnificus M06-24/O	Sogang University, Yonsei University, Hankuk Univ of Foreign Studies, Chunlab, Inc, Seoul National University	649633107	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	914127	M06-24/O	5007768	4701	NA
t642979370	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bacteroides dorei DSM 17855	Washington University in St. Louis	642979370	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei	483217	DSM 17855	5487768	5036	NA
t644736410	Bacteria	Finished	Teredinibacter turnerae T7901	Teredinibacter turnerae T7901	J. Craig Venter Institute (JCVI)	644736410	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae	377629	T7901	5193164	4308	NA
t644736387	Bacteria	Finished	Methylobacterium extorquens DM4	Methylobacterium extorquens DM4	CEA Genoscope	644736387	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	661410	DM4	6123851	5829	NA
t650377942	Bacteria	Finished	Fibrobacter succinogenes succinogenes S85	Fibrobacter succinogenes S85	J. Craig Venter Institute (JCVI)	650377942	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	59374	S85	3843004	2939	NA
t649989929	Bacteria	Permanent Draft	Dietzia cinnamea P4	Dietzia cinnamea P4	Federal University of Rio de Janeiro	649989929	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia cinnamea	910954	P4	3555295	3593	NA
t646206271	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Acinetobacter radioresistens SH164	Broad Institute	646206271	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter radioresistens	575589	SH164	3158014	2938	NA
t640963042	Bacteria	Permanent Draft	Comparative genomic analyses of seventeen Streptococcus pneumoniae strains: insights into the pneumococcal supragenome	Streptococcus pneumoniae sv. 3 SP3-BS71	West Penn Allegheny Health System	640963042	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	406556	SP3-BS71	2032681	2423	NA
t648276692	Bacteria	Permanent Draft	Mycobacterium tuberculosis KZN R506	Mycobacterium tuberculosis KZN R506	Texas A and M University	648276692	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	663886	KZN R506	4367618	4219	NA
t649633002	Bacteria	Finished	Whole genome sequencing, assembly and initial annotation of Acidobacterium species from Arctic tundra soils	Granulicella tundricola MP5ACTX9	DOE Joint Genome Institute (JGI)	649633002	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Granulicella	Granulicella tundricola	1198114	MP5ACTX9	5503984	4757	NA
t649633108	Bacteria	Finished	Xenorhabdus nematophila ATCC 19061	Xenorhabdus nematophila ATCC 19061	U.S. Department of Agriculture, Agricultural Research Service, Donald Danforth Plant Science Center, Hiram College, Monsanto	649633108	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus nematophila	406817	ATCC 19061	4587917	4583	NA
t642555147	Bacteria	Finished	Phenylobacterium zucineum HLK1	Phenylobacterium zucineum HLK1	Beijing Genomics Institute (BGI)	642555147	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum	450851	HLK1	4379231	3899	NA
t644736379	Bacteria	Finished	DOEM_782025	Kosmotoga olearia TBF 19.5.1	DOE Joint Genome Institute (JGI)	644736379	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae	Kosmotoga	Kosmotoga olearia	521045	TBF 19.5.1	2302126	2221	NA
t637000316	Bacteria	Finished	Methanogenic Syntropic Consortium	Syntrophomonas wolfei Goettingen, DSM 2245B	DOE Joint Genome Institute (JGI)	637000316	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	335541	Goettingen	2936195	2677	NA
t649989902	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Actinomyces sp. oral taxon 171 F0337	Washington University in St. Louis	649989902	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 171	706439	F0337	3002669	3202	NA
t2510436005	Bacteria	Permanent Draft	Acidithiobacillus sp. GGI-221	Acidithiobacillus sp. GGI-221	Gujarat Genomics Initiative	2510436005	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus sp. GGI-221	872330	GGI-221	3176722	3984	NA
t2500069000	Bacteria	Permanent Draft	Lactobacillus, XX strains	Lactobacillus reuteri 100-23	DOE Joint Genome Institute (JGI)	2500069000	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus reuteri	349123	100-23	2301232	2375	NA
t651053052	Bacteria	Finished	Neisseria meningitidis genome sequencing, Univ of Maryland, School of Medicine / IGS	Neisseria meningitidis M04-240196	University of Maryland School of Medicine	651053052	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	935593	M04-240196	2250449	2093	NA
t643886118	Bacteria	Permanent Draft	Single amplified genomes of proteorhodopsin-containing uncultured marine Flavobacteria, DOEM_782016	Flavobacteria bacterium MS024-2A (unscreened)	DOE Joint Genome Institute (JGI)	643886118	Bacteroidetes	Flavobacteriia	unclassified	unclassified	unclassified	Flavobacteria bacterium MS024-2A	487796	MS024-2A	1905484	1811	NA
t2506520046	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Aquiflexum balticum BA160, DSM 16537	DOE Joint Genome Institute (JGI)	2506520046	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum	Aquiflexum balticum	758820	BA160, DSM 16537	5987095	5121	NA
t643692028	Bacteria	Finished	Mycobacterium bovis BCG Tokyo 172	Mycobacterium bovis BCG Tokyo 172	Agencourt Bioscience	643692028	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bovis	561275	Tokyo 172	4371711	3996	NA
t649989948	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Escherichia coli MS 145-7	Washington University in St. Louis	649989948	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	679204	MS 145-7	5115051	5641	NA
t2502545039	Bacteria	Permanent Draft	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Pontibacter actiniarum KMM 6156, DSM 19842	DOE Joint Genome Institute (JGI)	2502545039	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter actiniarum	709015	KMM 6156, DSM 19842	4952578	4387	NA
t647533232	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Streptococcus sp. M143	Broad Institute	647533232	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. M143	563037	M143	1880978	1852	NA
t642487181	Bacteria	Finished	Acidovorax genus	Thermotoga sp. RQ2	DOE Joint Genome Institute (JGI)	642487181	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. RQ2	126740	RQ2	1877693	1868	NA
t651053066	Bacteria	Finished	Understanding the role of population microdiversity in adaptation to environmental redox gradients	Shewanella baltica OS117	DOE Joint Genome Institute (JGI)	651053066	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica	693970	OS117	5526018	4985	100
t649633057	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Intrasporangium calvum 7KIP, DSM 43043	DOE Joint Genome Institute (JGI)	649633057	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium calvum	710696	7KIP, DSM 43043	4024382	3710	NA
t643692029	Bacteria	Finished	Nautilia profundicola Am-H	Nautilia profundicola Am-H	J. Craig Venter Institute (JCVI)	643692029	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola	598659	Am-H	1676444	1788	NA
t648231704	Bacteria	Finished	Edwardsiella tarda FL6-60	Edwardsiella tarda FL6-60	Leiden University	648231704	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda	718251	FL6-60	3728801	3376	NA
t2511231052	Bacteria	Permanent Draft	Complete genome sequencing of Sinorhizobium meliloti AK58 and BO21CC strains: Improving alfalfa performances through the exploitation of Sinorhizobium genomic data	Sinorhizobium meliloti AK58	DOE Joint Genome Institute (JGI)	2511231052	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	928722	AK58	6974333	7013	NA
t651053039	Bacteria	Finished	Lactobacillus casei LC2W	Lactobacillus casei LC2W	Tianjin Biochip	651053039	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei	999378	LC2W	3077434	3237	NA
t650716106	Bacteria	Finished	Yersinia enterocolitica palearctica 105.5R(r) (O:9)	Yersinia enterocolitica palearctica 105.5R(r)	Tianjin Biochip	650716106	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia enterocolitica	994476	105.5R(r)	4621811	4114	NA
t640427111	Bacteria	Finished	Dehalococcoides sp. Strain BAV1	Dehalococcoides mccartyi BAV1	DOE Joint Genome Institute (JGI)	640427111	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	216389	BAV1	1341892	1443	NA
t2512564043	Bacteria	Finished	Rickettsia philipii 364D	Rickettsia philipii 364D	Los Alamos National Laboratory	2512564043	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia philipii	481009	364D	1287740	1380	NA
t640069307	Bacteria	Finished	Burkholderia vietnamiensis strain G4 (R1808)	Burkholderia vietnamiensis G4	DOE Joint Genome Institute (JGI)	640069307	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	269482	G4 (R1808)	8391070	7880	NA
t637000269	Bacteria	Finished	Ensifer meliloti 1021	Sinorhizobium meliloti 1021	Stanford University	637000269	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti	266834	1021	6691694	6295	NA
